"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS3"
4500;493805;6667795;196901;0,881
4500;493805;6667795;196902;0,971
4500;493805;6667795;196903;1,057
4500;493805;6667795;196904;0,995
4500;493805;6667795;196905;0,847
4500;493805;6667795;196906;0,629
4500;493805;6667795;196907;0,431
4500;493805;6667795;196908;0,305
4500;493805;6667795;196909;0,25
4500;493805;6667795;196910;0,237
4500;493805;6667795;196911;0,327
4500;493805;6667795;196912;0,566
4500;493805;6667795;197001;0,864
4500;493805;6667795;197002;1,118
4500;493805;6667795;197003;1,175
4500;493805;6667795;197004;1,122
4500;493805;6667795;197005;0,923
4500;493805;6667795;197006;0,659
4500;493805;6667795;197007;0,423
4500;493805;6667795;197008;0,299
4500;493805;6667795;197009;0,283
4500;493805;6667795;197010;0,304
4500;493805;6667795;197011;0,361
4500;493805;6667795;197012;0,462
4500;493805;6667795;197101;0,59
4500;493805;6667795;197102;0,713
4500;493805;6667795;197103;0,784
4500;493805;6667795;197104;0,768
4500;493805;6667795;197105;0,723
4500;493805;6667795;197106;0,747
4500;493805;6667795;197107;0,678
4500;493805;6667795;197108;0,567
4500;493805;6667795;197109;0,364
4500;493805;6667795;197110;0,294
4500;493805;6667795;197111;0,268
4500;493805;6667795;197112;0,343
4500;493805;6667795;197201;0,483
4500;493805;6667795;197202;0,704
4500;493805;6667795;197203;0,871
4500;493805;6667795;197204;0,911
4500;493805;6667795;197205;0,777
4500;493805;6667795;197206;0,565
4500;493805;6667795;197207;0,382
4500;493805;6667795;197208;0,277
4500;493805;6667795;197209;0,222
4500;493805;6667795;197210;0,22
4500;493805;6667795;197211;0,292
4500;493805;6667795;197212;0,48
4500;493805;6667795;197301;0,672
4500;493805;6667795;197302;0,82
4500;493805;6667795;197303;0,844
4500;493805;6667795;197304;0,781
4500;493805;6667795;197305;0,645
4500;493805;6667795;197306;0,467
4500;493805;6667795;197307;0,368
4500;493805;6667795;197308;0,291
4500;493805;6667795;197309;0,261
4500;493805;6667795;197310;0,277
4500;493805;6667795;197311;0,314
4500;493805;6667795;197312;0,434
4500;493805;6667795;197401;0,579
4500;493805;6667795;197402;0,794
4500;493805;6667795;197403;0,931
4500;493805;6667795;197404;0,937
4500;493805;6667795;197405;0,787
4500;493805;6667795;197406;0,546
4500;493805;6667795;197407;0,347
4500;493805;6667795;197408;0,229
4500;493805;6667795;197409;0,246
4500;493805;6667795;197410;0,335
4500;493805;6667795;197411;0,494
4500;493805;6667795;197412;0,666
4500;493805;6667795;197501;0,815
4500;493805;6667795;197502;0,925
4500;493805;6667795;197503;0,971
4500;493805;6667795;197504;0,991
4500;493805;6667795;197505;0,897
4500;493805;6667795;197506;0,707
4500;493805;6667795;197507;0,458
4500;493805;6667795;197508;0,286
4500;493805;6667795;197509;0,264
4500;493805;6667795;197510;0,354
4500;493805;6667795;197511;0,513
4500;493805;6667795;197512;0,719
4500;493805;6667795;197601;0,859
4500;493805;6667795;197602;0,979
4500;493805;6667795;197603;0,98
4500;493805;6667795;197604;0,914
4500;493805;6667795;197605;0,685
4500;493805;6667795;197606;0,435
4500;493805;6667795;197607;0,265
4500;493805;6667795;197608;0,204
4500;493805;6667795;197609;0,227
4500;493805;6667795;197610;0,333
4500;493805;6667795;197611;0,555
4500;493805;6667795;197612;0,852
4500;493805;6667795;197701;1,065
4500;493805;6667795;197702;1,233
4500;493805;6667795;197703;1,233
4500;493805;6667795;197704;1,16
4500;493805;6667795;197705;0,985
4500;493805;6667795;197706;0,811
4500;493805;6667795;197707;0,669
4500;493805;6667795;197708;0,522
4500;493805;6667795;197709;0,392
4500;493805;6667795;197710;0,32
4500;493805;6667795;197711;0,333
4500;493805;6667795;197712;0,442
4500;493805;6667795;197801;0,608
4500;493805;6667795;197802;0,85
4500;493805;6667795;197803;1,04
4500;493805;6667795;197804;1,132
4500;493805;6667795;197805;1,054
4500;493805;6667795;197806;0,833
4500;493805;6667795;197807;0,571
4500;493805;6667795;197808;0,354
4500;493805;6667795;197809;0,261
4500;493805;6667795;197810;0,23
4500;493805;6667795;197811;0,211
4500;493805;6667795;197812;0,307
4500;493805;6667795;197901;0,546
4500;493805;6667795;197902;0,891
4500;493805;6667795;197903;1,113
4500;493805;6667795;197904;1,179
4500;493805;6667795;197905;1,06
4500;493805;6667795;197906;0,931
4500;493805;6667795;197907;0,673
4500;493805;6667795;197908;0,462
4500;493805;6667795;197909;0,282
4500;493805;6667795;197910;0,295
4500;493805;6667795;197911;0,422
4500;493805;6667795;197912;0,634
4500;493805;6667795;198001;0,887
4500;493805;6667795;198002;1,07
4500;493805;6667795;198003;1,153
4500;493805;6667795;198004;1,09
4500;493805;6667795;198005;0,901
4500;493805;6667795;198006;0,658
4500;493805;6667795;198007;0,485
4500;493805;6667795;198008;0,362
4500;493805;6667795;198009;0,305
4500;493805;6667795;198010;0,298
4500;493805;6667795;198011;0,398
4500;493805;6667795;198012;0,557
4500;493805;6667795;198101;0,744
4500;493805;6667795;198102;0,903
4500;493805;6667795;198103;1,024
4500;493805;6667795;198104;0,996
4500;493805;6667795;198105;0,933
4500;493805;6667795;198106;0,771
4500;493805;6667795;198107;0,59
4500;493805;6667795;198108;0,408
4500;493805;6667795;198109;0,291
4500;493805;6667795;198110;0,377
4500;493805;6667795;198111;0,534
4500;493805;6667795;198112;0,784
4500;493805;6667795;198201;1,006
4500;493805;6667795;198202;1,122
4500;493805;6667795;198203;1,136
4500;493805;6667795;198204;0,967
4500;493805;6667795;198205;0,742
4500;493805;6667795;198206;0,493
4500;493805;6667795;198207;0,329
4500;493805;6667795;198208;0,287
4500;493805;6667795;198209;0,267
4500;493805;6667795;198210;0,407
4500;493805;6667795;198211;0,641
4500;493805;6667795;198212;0,972
4500;493805;6667795;198301;1,133
4500;493805;6667795;198302;1,16
4500;493805;6667795;198303;1,099
4500;493805;6667795;198304;1,097
4500;493805;6667795;198305;1,098
4500;493805;6667795;198306;0,958
4500;493805;6667795;198307;0,691
4500;493805;6667795;198308;0,441
4500;493805;6667795;198309;0,375
4500;493805;6667795;198310;0,371
4500;493805;6667795;198311;0,383
4500;493805;6667795;198312;0,428
4500;493805;6667795;198401;0,576
4500;493805;6667795;198402;0,799
4500;493805;6667795;198403;0,909
4500;493805;6667795;198404;0,885
4500;493805;6667795;198405;0,689
4500;493805;6667795;198406;0,518
4500;493805;6667795;198407;0,347
4500;493805;6667795;198408;0,306
4500;493805;6667795;198409;0,282
4500;493805;6667795;198410;0,438
4500;493805;6667795;198411;0,667
4500;493805;6667795;198412;0,968
4500;493805;6667795;198501;1,12
4500;493805;6667795;198502;1,178
4500;493805;6667795;198503;1,139
4500;493805;6667795;198504;1,104
4500;493805;6667795;198505;1,047
4500;493805;6667795;198506;0,944
4500;493805;6667795;198507;0,716
4500;493805;6667795;198508;0,463
4500;493805;6667795;198509;0,281
4500;493805;6667795;198510;0,23
4500;493805;6667795;198511;0,251
4500;493805;6667795;198512;0,332
4500;493805;6667795;198601;0,559
4500;493805;6667795;198602;0,819
4500;493805;6667795;198603;1,043
4500;493805;6667795;198604;1,099
4500;493805;6667795;198605;1,001
4500;493805;6667795;198606;0,761
4500;493805;6667795;198607;0,494
4500;493805;6667795;198608;0,296
4500;493805;6667795;198609;0,247
4500;493805;6667795;198610;0,266
4500;493805;6667795;198611;0,351
4500;493805;6667795;198612;0,47
4500;493805;6667795;198701;0,62
4500;493805;6667795;198702;0,739
4500;493805;6667795;198703;0,804
4500;493805;6667795;198704;0,81
4500;493805;6667795;198705;0,669
4500;493805;6667795;198706;0,496
4500;493805;6667795;198707;0,327
4500;493805;6667795;198708;0,281
4500;493805;6667795;198709;0,272
4500;493805;6667795;198710;0,363
4500;493805;6667795;198711;0,575
4500;493805;6667795;198712;0,861
4500;493805;6667795;198801;1,082
4500;493805;6667795;198802;1,203
4500;493805;6667795;198803;1,179
4500;493805;6667795;198804;1,086
4500;493805;6667795;198805;0,914
4500;493805;6667795;198806;0,714
4500;493805;6667795;198807;0,529
4500;493805;6667795;198808;0,35
4500;493805;6667795;198809;0,27
4500;493805;6667795;198810;0,234
4500;493805;6667795;198811;0,253
4500;493805;6667795;198812;0,359
4500;493805;6667795;198901;0,474
4500;493805;6667795;198902;0,58
4500;493805;6667795;198903;0,614
4500;493805;6667795;198904;0,659
4500;493805;6667795;198905;0,611
4500;493805;6667795;198906;0,452
4500;493805;6667795;198907;0,28
4500;493805;6667795;198908;0,187
4500;493805;6667795;198909;0,178
4500;493805;6667795;198910;0,157
4500;493805;6667795;198911;0,243
4500;493805;6667795;198912;0,385
4500;493805;6667795;199001;0,579
4500;493805;6667795;199002;0,744
4500;493805;6667795;199003;0,827
4500;493805;6667795;199004;0,777
4500;493805;6667795;199005;0,572
4500;493805;6667795;199006;0,374
4500;493805;6667795;199007;0,245
4500;493805;6667795;199008;0,2
4500;493805;6667795;199009;0,183
4500;493805;6667795;199010;0,217
4500;493805;6667795;199011;0,373
4500;493805;6667795;199012;0,571
4500;493805;6667795;199101;0,837
4500;493805;6667795;199102;0,979
4500;493805;6667795;199103;1,075
4500;493805;6667795;199104;0,973
4500;493805;6667795;199105;0,811
4500;493805;6667795;199106;0,56
4500;493805;6667795;199107;0,373
4500;493805;6667795;199108;0,249
4500;493805;6667795;199109;0,24
4500;493805;6667795;199110;0,28
4500;493805;6667795;199111;0,401
4500;493805;6667795;199112;0,526
4500;493805;6667795;199201;0,626
4500;493805;6667795;199202;0,651
4500;493805;6667795;199203;0,621
4500;493805;6667795;199204;0,579
4500;493805;6667795;199205;0,45
4500;493805;6667795;199206;0,332
4500;493805;6667795;199207;0,295
4500;493805;6667795;199208;0,303
4500;493805;6667795;199209;0,313
4500;493805;6667795;199210;0,29
4500;493805;6667795;199211;0,429
4500;493805;6667795;199212;0,696
4500;493805;6667795;199301;0,923
4500;493805;6667795;199302;0,999
4500;493805;6667795;199303;0,904
4500;493805;6667795;199304;0,776
4500;493805;6667795;199305;0,66
4500;493805;6667795;199306;0,558
4500;493805;6667795;199307;0,427
4500;493805;6667795;199308;0,298
4500;493805;6667795;199309;0,266
4500;493805;6667795;199310;0,409
4500;493805;6667795;199311;0,572
4500;493805;6667795;199312;0,725
4500;493805;6667795;199401;0,885
4500;493805;6667795;199402;1,069
4500;493805;6667795;199403;1,146
4500;493805;6667795;199404;1,067
4500;493805;6667795;199405;0,847
4500;493805;6667795;199406;0,63
4500;493805;6667795;199407;0,401
4500;493805;6667795;199408;0,324
4500;493805;6667795;199409;0,352
4500;493805;6667795;199410;0,466
4500;493805;6667795;199411;0,663
4500;493805;6667795;199412;0,864
4500;493805;6667795;199501;1,069
4500;493805;6667795;199502;1,183
4500;493805;6667795;199503;1,221
4500;493805;6667795;199504;1,1
4500;493805;6667795;199505;0,842
4500;493805;6667795;199506;0,532
4500;493805;6667795;199507;0,344
4500;493805;6667795;199508;0,244
4500;493805;6667795;199509;0,256
4500;493805;6667795;199510;0,26
4500;493805;6667795;199511;0,343
4500;493805;6667795;199512;0,494
4500;493805;6667795;199601;0,783
4500;493805;6667795;199602;1,006
4500;493805;6667795;199603;1,083
4500;493805;6667795;199604;0,937
4500;493805;6667795;199605;0,712
4500;493805;6667795;199606;0,462
4500;493805;6667795;199607;0,303
4500;493805;6667795;199608;0,23
4500;493805;6667795;199609;0,238
4500;493805;6667795;199610;0,284
4500;493805;6667795;199611;0,4
4500;493805;6667795;199612;0,651
4500;493805;6667795;199701;0,875
4500;493805;6667795;199702;1,034
4500;493805;6667795;199703;0,996
4500;493805;6667795;199704;0,817
4500;493805;6667795;199705;0,619
4500;493805;6667795;199706;0,411
4500;493805;6667795;199707;0,34
4500;493805;6667795;199708;0,261
4500;493805;6667795;199709;0,233
4500;493805;6667795;199710;0,223
4500;493805;6667795;199711;0,322
4500;493805;6667795;199712;0,518
4500;493805;6667795;199801;0,794
4500;493805;6667795;199802;0,945
4500;493805;6667795;199803;0,965
4500;493805;6667795;199804;0,937
4500;493805;6667795;199805;0,869
4500;493805;6667795;199806;0,706
4500;493805;6667795;199807;0,462
4500;493805;6667795;199808;0,284
4500;493805;6667795;199809;0,252
4500;493805;6667795;199810;0,303
4500;493805;6667795;199811;0,421
4500;493805;6667795;199812;0,591
4500;493805;6667795;199901;0,795
4500;493805;6667795;199902;0,972
4500;493805;6667795;199903;1,068
4500;493805;6667795;199904;1,014
4500;493805;6667795;199905;0,882
4500;493805;6667795;199906;0,652
4500;493805;6667795;199907;0,441
4500;493805;6667795;199908;0,322
4500;493805;6667795;199909;0,32
4500;493805;6667795;199910;0,508
4500;493805;6667795;199911;0,734
4500;493805;6667795;199912;1,013
4500;493805;6667795;200001;1,15
4500;493805;6667795;200002;1,171
4500;493805;6667795;200003;1,09
4500;493805;6667795;200004;0,969
4500;493805;6667795;200005;0,828
4500;493805;6667795;200006;0,628
4500;493805;6667795;200007;0,461
4500;493805;6667795;200008;0,314
4500;493805;6667795;200009;0,279
4500;493805;6667795;200010;0,311
4500;493805;6667795;200011;0,526
4500;493805;6667795;200012;0,825
4500;493805;6667795;200101;1,082
4500;493805;6667795;200102;1,17
4500;493805;6667795;200103;1,165
4500;493805;6667795;200104;1,103
4500;493805;6667795;200105;1,007
4500;493805;6667795;200106;0,738
4500;493805;6667795;200107;0,506
4500;493805;6667795;200108;0,321
4500;493805;6667795;200109;0,336
4500;493805;6667795;200110;0,412
4500;493805;6667795;200111;0,533
4500;493805;6667795;200112;0,664
4500;493805;6667795;200201;0,798
4500;493805;6667795;200202;0,934
4500;493805;6667795;200203;1,039
4500;493805;6667795;200204;0,992
4500;493805;6667795;200205;0,842
4500;493805;6667795;200206;0,625
4500;493805;6667795;200207;0,428
4500;493805;6667795;200208;0,364
4500;493805;6667795;200209;0,356
4500;493805;6667795;200210;0,41
4500;493805;6667795;200211;0,522
4500;493805;6667795;200212;0,732
4500;493805;6667795;200301;0,997
4500;493805;6667795;200302;1,114
4500;493805;6667795;200303;1,069
4500;493805;6667795;200304;0,86
4500;493805;6667795;200305;0,621
4500;493805;6667795;200306;0,411
4500;493805;6667795;200307;0,317
4500;493805;6667795;200308;0,253
4500;493805;6667795;200309;0,252
4500;493805;6667795;200310;0,272
4500;493805;6667795;200311;0,384
4500;493805;6667795;200312;0,569
4500;493805;6667795;200401;0,834
4500;493805;6667795;200402;1,013
4500;493805;6667795;200403;1,057
4500;493805;6667795;200404;0,919
4500;493805;6667795;200405;0,696
4500;493805;6667795;200406;0,453
4500;493805;6667795;200407;0,285
4500;493805;6667795;200408;0,252
4500;493805;6667795;200409;0,259
4500;493805;6667795;200410;0,337
4500;493805;6667795;200411;0,418
4500;493805;6667795;200412;0,546
4500;493805;6667795;200501;0,657
4500;493805;6667795;200502;0,738
4500;493805;6667795;200503;0,764
4500;493805;6667795;200504;0,681
4500;493805;6667795;200505;0,505
4500;493805;6667795;200506;0,33
4500;493805;6667795;200507;0,213
4500;493805;6667795;200508;0,174
4500;493805;6667795;200509;0,163
4500;493805;6667795;200510;0,157
4500;493805;6667795;200511;0,209
4500;493805;6667795;200512;0,293
4500;493805;6667795;200601;0,441
4500;493805;6667795;200602;0,575
4500;493805;6667795;200603;0,737
4500;493805;6667795;200604;0,756
4500;493805;6667795;200605;0,636
4500;493805;6667795;200606;0,402
4500;493805;6667795;200607;0,242
4500;493805;6667795;200608;0,181
4500;493805;6667795;200609;0,225
4500;493805;6667795;200610;0,348
4500;493805;6667795;200611;0,483
4500;493805;6667795;200612;0,654
4500;493805;6667795;200701;0,794
4500;493805;6667795;200702;0,947
4500;493805;6667795;200703;1,028
4500;493805;6667795;200704;0,932
4500;493805;6667795;200705;0,702
4500;493805;6667795;200706;0,453
4500;493805;6667795;200707;0,315
4500;493805;6667795;200708;0,287
4500;493805;6667795;200709;0,257
4500;493805;6667795;200710;0,247
4500;493805;6667795;200711;0,295
4500;493805;6667795;200712;0,476
4500;493805;6667795;200801;0,732
4500;493805;6667795;200802;0,938
4500;493805;6667795;200803;1,005
4500;493805;6667795;200804;0,976
4500;493805;6667795;200805;0,875
4500;493805;6667795;200806;0,717
4500;493805;6667795;200807;0,491
4500;493805;6667795;200808;0,34
4500;493805;6667795;200809;0,264
4500;493805;6667795;200810;0,276
4500;493805;6667795;200811;0,412
4500;493805;6667795;200812;0,597
4500;493805;6667795;200901;0,8
4500;493805;6667795;200902;0,914
4500;493805;6667795;200903;0,933
4500;493805;6667795;200904;0,845
4500;493805;6667795;200905;0,669
4500;493805;6667795;200906;0,49
4500;493805;6667795;200907;0,358
4500;493805;6667795;200908;0,261
4500;493805;6667795;200909;0,222
4500;493805;6667795;200910;0,227
4500;493805;6667795;200911;0,333
