"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS3"
4250;350054;6684966;196901;1,142
4250;350054;6684966;196902;1,151
4250;350054;6684966;196903;1,107
4250;350054;6684966;196904;0,923
4250;350054;6684966;196905;0,803
4250;350054;6684966;196906;0,516
4250;350054;6684966;196907;0,304
4250;350054;6684966;196908;0,085
4250;350054;6684966;196909;0,142
4250;350054;6684966;196910;0,184
4250;350054;6684966;196911;0,505
4250;350054;6684966;196912;0,785
4250;350054;6684966;197001;1,13
4250;350054;6684966;197002;1,246
4250;350054;6684966;197003;1,153
4250;350054;6684966;197004;0,958
4250;350054;6684966;197005;0,603
4250;350054;6684966;197006;0,327
4250;350054;6684966;197007;0,146
4250;350054;6684966;197008;0,155
4250;350054;6684966;197009;0,245
4250;350054;6684966;197010;0,301
4250;350054;6684966;197011;0,474
4250;350054;6684966;197012;0,701
4250;350054;6684966;197101;1,006
4250;350054;6684966;197102;1,114
4250;350054;6684966;197103;1,041
4250;350054;6684966;197104;0,813
4250;350054;6684966;197105;0,607
4250;350054;6684966;197106;0,546
4250;350054;6684966;197107;0,431
4250;350054;6684966;197108;0,303
4250;350054;6684966;197109;0,167
4250;350054;6684966;197110;0,21
4250;350054;6684966;197111;0,325
4250;350054;6684966;197112;0,563
4250;350054;6684966;197201;0,881
4250;350054;6684966;197202;1,152
4250;350054;6684966;197203;1,164
4250;350054;6684966;197204;0,987
4250;350054;6684966;197205;0,791
4250;350054;6684966;197206;0,54
4250;350054;6684966;197207;0,341
4250;350054;6684966;197208;0,145
4250;350054;6684966;197209;0,092
4250;350054;6684966;197210;0,13
4250;350054;6684966;197211;0,382
4250;350054;6684966;197212;0,716
4250;350054;6684966;197301;0,978
4250;350054;6684966;197302;1,048
4250;350054;6684966;197303;0,887
4250;350054;6684966;197304;0,652
4250;350054;6684966;197305;0,502
4250;350054;6684966;197306;0,349
4250;350054;6684966;197307;0,342
4250;350054;6684966;197308;0,175
4250;350054;6684966;197309;0,206
4250;350054;6684966;197310;0,336
4250;350054;6684966;197311;0,486
4250;350054;6684966;197312;0,761
4250;350054;6684966;197401;0,953
4250;350054;6684966;197402;1,179
4250;350054;6684966;197403;1,168
4250;350054;6684966;197404;0,977
4250;350054;6684966;197405;0,65
4250;350054;6684966;197406;0,327
4250;350054;6684966;197407;0,13
4250;350054;6684966;197408;0,069
4250;350054;6684966;197409;0,258
4250;350054;6684966;197410;0,535
4250;350054;6684966;197411;0,962
4250;350054;6684966;197412;1,107
4250;350054;6684966;197501;1,204
4250;350054;6684966;197502;1,092
4250;350054;6684966;197503;1,054
4250;350054;6684966;197504;0,944
4250;350054;6684966;197505;0,747
4250;350054;6684966;197506;0,456
4250;350054;6684966;197507;0,214
4250;350054;6684966;197508;0,092
4250;350054;6684966;197509;0,177
4250;350054;6684966;197510;0,44
4250;350054;6684966;197511;0,814
4250;350054;6684966;197512;1,06
4250;350054;6684966;197601;1,023
4250;350054;6684966;197602;0,995
4250;350054;6684966;197603;0,927
4250;350054;6684966;197604;0,783
4250;350054;6684966;197605;0,435
4250;350054;6684966;197606;0,131
4250;350054;6684966;197607;0,018
4250;350054;6684966;197608;-0,009
4250;350054;6684966;197609;0,138
4250;350054;6684966;197610;0,53
4250;350054;6684966;197611;0,965
4250;350054;6684966;197612;1,278
4250;350054;6684966;197701;1,258
4250;350054;6684966;197702;1,33
4250;350054;6684966;197703;1,251
4250;350054;6684966;197704;1,125
4250;350054;6684966;197705;0,753
4250;350054;6684966;197706;0,474
4250;350054;6684966;197707;0,457
4250;350054;6684966;197708;0,444
4250;350054;6684966;197709;0,405
4250;350054;6684966;197710;0,354
4250;350054;6684966;197711;0,583
4250;350054;6684966;197712;0,934
4250;350054;6684966;197801;1,173
4250;350054;6684966;197802;1,29
4250;350054;6684966;197803;1,261
4250;350054;6684966;197804;1,103
4250;350054;6684966;197805;0,794
4250;350054;6684966;197806;0,474
4250;350054;6684966;197807;0,242
4250;350054;6684966;197808;0,184
4250;350054;6684966;197809;0,168
4250;350054;6684966;197810;0,142
4250;350054;6684966;197811;0,071
4250;350054;6684966;197812;0,33
4250;350054;6684966;197901;0,765
4250;350054;6684966;197902;1,207
4250;350054;6684966;197903;1,292
4250;350054;6684966;197904;1,185
4250;350054;6684966;197905;0,947
4250;350054;6684966;197906;0,684
4250;350054;6684966;197907;0,39
4250;350054;6684966;197908;0,201
4250;350054;6684966;197909;0,099
4250;350054;6684966;197910;0,272
4250;350054;6684966;197911;0,621
4250;350054;6684966;197912;1,061
4250;350054;6684966;198001;1,288
4250;350054;6684966;198002;1,296
4250;350054;6684966;198003;1,203
4250;350054;6684966;198004;0,967
4250;350054;6684966;198005;0,626
4250;350054;6684966;198006;0,311
4250;350054;6684966;198007;0,253
4250;350054;6684966;198008;0,244
4250;350054;6684966;198009;0,318
4250;350054;6684966;198010;0,517
4250;350054;6684966;198011;0,858
4250;350054;6684966;198012;1,114
4250;350054;6684966;198101;1,138
4250;350054;6684966;198102;1,075
4250;350054;6684966;198103;1,096
4250;350054;6684966;198104;0,945
4250;350054;6684966;198105;0,98
4250;350054;6684966;198106;0,746
4250;350054;6684966;198107;0,594
4250;350054;6684966;198108;0,271
4250;350054;6684966;198109;0,19
4250;350054;6684966;198110;0,556
4250;350054;6684966;198111;0,85
4250;350054;6684966;198112;1,183
4250;350054;6684966;198201;1,202
4250;350054;6684966;198202;1,221
4250;350054;6684966;198203;1,126
4250;350054;6684966;198204;0,8
4250;350054;6684966;198205;0,481
4250;350054;6684966;198206;0,208
4250;350054;6684966;198207;0,134
4250;350054;6684966;198208;0,207
4250;350054;6684966;198209;0,221
4250;350054;6684966;198210;0,574
4250;350054;6684966;198211;0,894
4250;350054;6684966;198212;1,303
4250;350054;6684966;198301;1,26
4250;350054;6684966;198302;1,162
4250;350054;6684966;198303;0,993
4250;350054;6684966;198304;1,034
4250;350054;6684966;198305;1,015
4250;350054;6684966;198306;0,776
4250;350054;6684966;198307;0,443
4250;350054;6684966;198308;0,2
4250;350054;6684966;198309;0,294
4250;350054;6684966;198310;0,395
4250;350054;6684966;198311;0,499
4250;350054;6684966;198312;0,699
4250;350054;6684966;198401;0,956
4250;350054;6684966;198402;1,161
4250;350054;6684966;198403;1,097
4250;350054;6684966;198404;0,87
4250;350054;6684966;198405;0,773
4250;350054;6684966;198406;0,588
4250;350054;6684966;198407;0,416
4250;350054;6684966;198408;0,201
4250;350054;6684966;198409;0,207
4250;350054;6684966;198410;0,497
4250;350054;6684966;198411;0,906
4250;350054;6684966;198412;1,219
4250;350054;6684966;198501;1,276
4250;350054;6684966;198502;1,202
4250;350054;6684966;198503;1,063
4250;350054;6684966;198504;0,993
4250;350054;6684966;198505;0,743
4250;350054;6684966;198506;0,52
4250;350054;6684966;198507;0,245
4250;350054;6684966;198508;0,164
4250;350054;6684966;198509;0,12
4250;350054;6684966;198510;0,098
4250;350054;6684966;198511;0,29
4250;350054;6684966;198512;0,625
4250;350054;6684966;198601;1,059
4250;350054;6684966;198602;1,231
4250;350054;6684966;198603;1,23
4250;350054;6684966;198604;1,108
4250;350054;6684966;198605;0,874
4250;350054;6684966;198606;0,562
4250;350054;6684966;198607;0,272
4250;350054;6684966;198608;0,095
4250;350054;6684966;198609;0,193
4250;350054;6684966;198610;0,349
4250;350054;6684966;198611;0,735
4250;350054;6684966;198612;0,989
4250;350054;6684966;198701;1,132
4250;350054;6684966;198702;1,067
4250;350054;6684966;198703;0,994
4250;350054;6684966;198704;0,89
4250;350054;6684966;198705;0,592
4250;350054;6684966;198706;0,342
4250;350054;6684966;198707;0,188
4250;350054;6684966;198708;0,188
4250;350054;6684966;198709;0,166
4250;350054;6684966;198710;0,478
4250;350054;6684966;198711;0,807
4250;350054;6684966;198712;1,121
4250;350054;6684966;198801;1,224
4250;350054;6684966;198802;1,309
4250;350054;6684966;198803;1,268
4250;350054;6684966;198804;1,107
4250;350054;6684966;198805;0,846
4250;350054;6684966;198806;0,605
4250;350054;6684966;198807;0,411
4250;350054;6684966;198808;0,233
4250;350054;6684966;198809;0,21
4250;350054;6684966;198810;0,177
4250;350054;6684966;198811;0,259
