"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS3"
4750;629558;6650677;196901;1,062
4750;629558;6650677;196902;1,117
4750;629558;6650677;196903;1,146
4750;629558;6650677;196904;1,046
4750;629558;6650677;196905;0,913
4750;629558;6650677;196906;0,702
4750;629558;6650677;196907;0,498
4750;629558;6650677;196908;0,335
4750;629558;6650677;196909;0,287
4750;629558;6650677;196910;0,289
4750;629558;6650677;196911;0,393
4750;629558;6650677;196912;0,594
4750;629558;6650677;197001;0,873
4750;629558;6650677;197002;1,136
4750;629558;6650677;197003;1,233
4750;629558;6650677;197004;1,225
4750;629558;6650677;197005;1,055
4750;629558;6650677;197006;0,798
4750;629558;6650677;197007;0,536
4750;629558;6650677;197008;0,36
4750;629558;6650677;197009;0,302
4750;629558;6650677;197010;0,301
4750;629558;6650677;197011;0,345
4750;629558;6650677;197012;0,43
4750;629558;6650677;197101;0,543
4750;629558;6650677;197102;0,682
4750;629558;6650677;197103;0,765
4750;629558;6650677;197104;0,77
4750;629558;6650677;197105;0,705
4750;629558;6650677;197106;0,689
4750;629558;6650677;197107;0,594
4750;629558;6650677;197108;0,474
4750;629558;6650677;197109;0,304
4750;629558;6650677;197110;0,261
4750;629558;6650677;197111;0,274
4750;629558;6650677;197112;0,355
4750;629558;6650677;197201;0,488
4750;629558;6650677;197202;0,688
4750;629558;6650677;197203;0,847
4750;629558;6650677;197204;0,899
4750;629558;6650677;197205;0,777
4750;629558;6650677;197206;0,596
4750;629558;6650677;197207;0,414
4750;629558;6650677;197208;0,321
4750;629558;6650677;197209;0,259
4750;629558;6650677;197210;0,25
4750;629558;6650677;197211;0,302
4750;629558;6650677;197212;0,474
4750;629558;6650677;197301;0,674
4750;629558;6650677;197302;0,864
4750;629558;6650677;197303;0,928
4750;629558;6650677;197304;0,894
4750;629558;6650677;197305;0,751
4750;629558;6650677;197306;0,565
4750;629558;6650677;197307;0,415
4750;629558;6650677;197308;0,305
4750;629558;6650677;197309;0,241
4750;629558;6650677;197310;0,272
4750;629558;6650677;197311;0,324
4750;629558;6650677;197312;0,465
4750;629558;6650677;197401;0,626
4750;629558;6650677;197402;0,82
4750;629558;6650677;197403;0,962
4750;629558;6650677;197404;1,005
4750;629558;6650677;197405;0,908
4750;629558;6650677;197406;0,676
4750;629558;6650677;197407;0,442
4750;629558;6650677;197408;0,279
4750;629558;6650677;197409;0,269
4750;629558;6650677;197410;0,382
4750;629558;6650677;197411;0,597
4750;629558;6650677;197412;0,819
4750;629558;6650677;197501;0,974
4750;629558;6650677;197502;1,042
4750;629558;6650677;197503;1,05
4750;629558;6650677;197504;1,057
4750;629558;6650677;197505;0,977
4750;629558;6650677;197506;0,813
4750;629558;6650677;197507;0,554
4750;629558;6650677;197508;0,353
4750;629558;6650677;197509;0,362
