"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS3"
5000;781294;6633409;196901;1,267
5000;781294;6633409;196902;1,265
5000;781294;6633409;196903;1,27
5000;781294;6633409;196904;1,175
5000;781294;6633409;196905;1,127
5000;781294;6633409;196906;1,062
5000;781294;6633409;196907;0,936
5000;781294;6633409;196908;0,687
5000;781294;6633409;196909;0,471
5000;781294;6633409;196910;0,354
5000;781294;6633409;196911;0,438
5000;781294;6633409;196912;0,638
5000;781294;6633409;197001;0,94
5000;781294;6633409;197002;1,219
5000;781294;6633409;197003;1,333
5000;781294;6633409;197004;1,322
5000;781294;6633409;197005;1,167
5000;781294;6633409;197006;0,903
5000;781294;6633409;197007;0,654
5000;781294;6633409;197008;0,49
5000;781294;6633409;197009;0,476
5000;781294;6633409;197010;0,571
5000;781294;6633409;197011;0,708
5000;781294;6633409;197012;0,915
5000;781294;6633409;197101;1,056
5000;781294;6633409;197102;1,165
5000;781294;6633409;197103;1,178
5000;781294;6633409;197104;1,089
5000;781294;6633409;197105;0,895
5000;781294;6633409;197106;0,736
5000;781294;6633409;197107;0,563
5000;781294;6633409;197108;0,481
5000;781294;6633409;197109;0,38
5000;781294;6633409;197110;0,373
5000;781294;6633409;197111;0,422
5000;781294;6633409;197112;0,567
5000;781294;6633409;197201;0,772
5000;781294;6633409;197202;1
5000;781294;6633409;197203;1,094
5000;781294;6633409;197204;1,106
5000;781294;6633409;197205;0,969
5000;781294;6633409;197206;0,839
5000;781294;6633409;197207;0,673
5000;781294;6633409;197208;0,527
5000;781294;6633409;197209;0,399
5000;781294;6633409;197210;0,351
5000;781294;6633409;197211;0,469
5000;781294;6633409;197212;0,748
5000;781294;6633409;197301;1,023
5000;781294;6633409;197302;1,19
5000;781294;6633409;197303;1,146
5000;781294;6633409;197304;1,019
5000;781294;6633409;197305;0,83
5000;781294;6633409;197306;0,641
5000;781294;6633409;197307;0,48
5000;781294;6633409;197308;0,344
5000;781294;6633409;197309;0,277
5000;781294;6633409;197310;0,344
5000;781294;6633409;197311;0,495
5000;781294;6633409;197312;0,734
5000;781294;6633409;197401;0,954
5000;781294;6633409;197402;1,123
5000;781294;6633409;197403;1,173
5000;781294;6633409;197404;1,059
5000;781294;6633409;197405;0,9
5000;781294;6633409;197406;0,711
5000;781294;6633409;197407;0,561
5000;781294;6633409;197408;0,402
5000;781294;6633409;197409;0,363
5000;781294;6633409;197410;0,553
5000;781294;6633409;197411;0,867
5000;781294;6633409;197412;1,139
5000;781294;6633409;197501;1,226
5000;781294;6633409;197502;1,219
5000;781294;6633409;197503;1,183
5000;781294;6633409;197504;1,136
5000;781294;6633409;197505;1,002
5000;781294;6633409;197506;0,831
5000;781294;6633409;197507;0,595
5000;781294;6633409;197508;0,46
5000;781294;6633409;197509;0,444
5000;781294;6633409;197510;0,611
5000;781294;6633409;197511;0,862
5000;781294;6633409;197512;1,086
5000;781294;6633409;197601;1,173
5000;781294;6633409;197602;1,214
5000;781294;6633409;197603;1,132
5000;781294;6633409;197604;0,992
5000;781294;6633409;197605;0,713
5000;781294;6633409;197606;0,456
5000;781294;6633409;197607;0,299
5000;781294;6633409;197608;0,245
5000;781294;6633409;197609;0,354
5000;781294;6633409;197610;0,635
5000;781294;6633409;197611;1,002
5000;781294;6633409;197612;1,296
