"NUMERO";"LAMBX";"LAMBY";"DATE";"SWI_UNIF_MENS3"
5275;333481;6613156;196901;1,092
5275;333481;6613156;196902;1,103
5275;333481;6613156;196903;1,056
5275;333481;6613156;196904;0,879
5275;333481;6613156;196905;0,771
5275;333481;6613156;196906;0,515
5275;333481;6613156;196907;0,32
5275;333481;6613156;196908;0,1
5275;333481;6613156;196909;0,182
5275;333481;6613156;196910;0,235
5275;333481;6613156;196911;0,516
5275;333481;6613156;196912;0,756
5275;333481;6613156;197001;1,092
5275;333481;6613156;197002;1,216
5275;333481;6613156;197003;1,101
5275;333481;6613156;197004;0,91
5275;333481;6613156;197005;0,592
5275;333481;6613156;197006;0,315
5275;333481;6613156;197007;0,126
5275;333481;6613156;197008;0,088
5275;333481;6613156;197009;0,154
5275;333481;6613156;197010;0,23
5275;333481;6613156;197011;0,437
5275;333481;6613156;197012;0,687
5275;333481;6613156;197101;0,967
5275;333481;6613156;197102;1,075
5275;333481;6613156;197103;1
5275;333481;6613156;197104;0,749
5275;333481;6613156;197105;0,565
5275;333481;6613156;197106;0,482
5275;333481;6613156;197107;0,407
5275;333481;6613156;197108;0,248
5275;333481;6613156;197109;0,161
5275;333481;6613156;197110;0,183
5275;333481;6613156;197111;0,293
5275;333481;6613156;197112;0,514
5275;333481;6613156;197201;0,839
5275;333481;6613156;197202;1,114
5275;333481;6613156;197203;1,138
5275;333481;6613156;197204;0,947
5275;333481;6613156;197205;0,66
5275;333481;6613156;197206;0,348
5275;333481;6613156;197207;0,161
5275;333481;6613156;197208;0,082
5275;333481;6613156;197209;0,096
5275;333481;6613156;197210;0,175
5275;333481;6613156;197211;0,342
5275;333481;6613156;197212;0,644
5275;333481;6613156;197301;0,891
5275;333481;6613156;197302;1,03
5275;333481;6613156;197303;0,91
5275;333481;6613156;197304;0,649
5275;333481;6613156;197305;0,465
5275;333481;6613156;197306;0,288
5275;333481;6613156;197307;0,302
5275;333481;6613156;197308;0,154
5275;333481;6613156;197309;0,16
5275;333481;6613156;197310;0,346
5275;333481;6613156;197311;0,536
5275;333481;6613156;197312;0,867
5275;333481;6613156;197401;0,959
5275;333481;6613156;197402;1,137
5275;333481;6613156;197403;1,076
5275;333481;6613156;197404;0,907
5275;333481;6613156;197405;0,568
5275;333481;6613156;197406;0,253
5275;333481;6613156;197407;0,046
5275;333481;6613156;197408;-0,009
5275;333481;6613156;197409;0,177
5275;333481;6613156;197410;0,388
5275;333481;6613156;197411;0,772
5275;333481;6613156;197412;0,918
5275;333481;6613156;197501;1,073
5275;333481;6613156;197502;1,028
5275;333481;6613156;197503;1,001
5275;333481;6613156;197504;0,876
5275;333481;6613156;197505;0,666
